nazwa,miasto,branza,kod
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Odzysk surowców z materiałów segregowanych,"['38', '32', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Realizacja projektów budowlanych związanych ze wznoszeniem budynków,"['41', '10', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Roboty budowlane związane ze wznoszeniem budynków mieszkalnych i niemieszkalnych,"['41', '20', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Roboty związane z budową dróg i autostrad,"['42', '11', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Roboty związane z budową dróg szynowych i kolei podziemnej,"['42', '12', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Roboty związane z budową mostów i tuneli,"['42', '13', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Roboty związane z budową rurociągów przesyłowych i sieci rozdzielczych,"['42', '21', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Roboty związane z budową linii telekomunikacyjnych i elektroenergetycznych,"['42', '22', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Roboty związane z budową obiektów inżynierii wodnej,"['42', '91', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,"Roboty związane z budową pozostałych obiektów inżynierii lądowej i wodnej, gdzie indziej niesklasyfikowane","['42', '99', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Rozbiórka i burzenie obiektów budowlanych,"['43', '11', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Przygotowanie terenu pod budowę,"['43', '12', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Wykonywanie wykopów i wierceń geologiczno-inżynierskich,"['43', '13', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Tynkowanie,"['43', '31', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Zakładanie stolarki budowlanej,"['43', '32', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Posadzkarstwo; Tapetowanie i oblicowywanie ścian,"['43', '33', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Malowanie i szklenie,"['43', '34', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Wykonywanie pozostałych robót budowlanych wykończeniowych,"['43', '39', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Wykonywanie konstrukcji i pokryć dachowych,"['43', '91', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,"Pozostałe specjalistyczne roboty budowlane, gdzie indziej niesklasyfikowane","['43', '99', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,"Konserwacja i naprawa pojazdów samochodowych, z wyłączeniem motocykli","['45', '20', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,"Sprzedaż hurtowa i detaliczna części i akcesoriów do pojazdów samochodowych, z wyłączeniem motocykli","['45', '3', None]"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,"Sprzedaż hurtowa części i akcesoriów do pojazdów samochodowych, z wyłączeniem motocykli","['45', '31', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,"Sprzedaż detaliczna części i akcesoriów do pojazdów samochodowych, z wyłączeniem motocykli","['45', '32', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Sprzedaż hurtowa pozostałych artykułów użytku domowego,"['46', '49', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Sprzedaż hurtowa paliw i produktów pochodnych,"['46', '71', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Sprzedaż hurtowa metali i rud metali,"['46', '72', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,"Sprzedaż hurtowa drewna, materiałów budowlanych i wyposażenia sanitarnego","['46', '73', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Sprzedaż hurtowa wyrobów metalowych oraz sprzętu i dodatkowego wyposażenia hydraulicznego i grzejnego,"['46', '74', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Sprzedaż hurtowa wyrobów chemicznych,"['46', '75', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Sprzedaż hurtowa pozostałych półproduktów,"['46', '76', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Sprzedaż hurtowa odpadów i złomu,"['46', '77', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,"Sprzedaż detaliczna żywności, napojów i wyrobów tytoniowych prowadzona w wyspecjalizowanych sklepach","['47', '2', None]"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Sprzedaż detaliczna owoców i warzyw prowadzona w wyspecjalizowanych sklepach,"['47', '21', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Sprzedaż detaliczna mięsa i wyrobów z mięsa prowadzona w wyspecjalizowanych sklepach,"['47', '22', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,"Sprzedaż detaliczna ryb, skorupiaków i mięczaków prowadzona w wyspecjalizowanych sklepach","['47', '23', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,"Sprzedaż detaliczna pieczywa, ciast, wyrobów ciastkarskich i cukierniczych prowadzona w wyspecjalizowanych sklepach","['47', '24', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Sprzedaż detaliczna napojów alkoholowych i bezalkoholowych prowadzona w wyspecjalizowanych sklepach,"['47', '25', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Sprzedaż detaliczna wyrobów tytoniowych prowadzona w wyspecjalizowanych sklepach,"['47', '26', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Sprzedaż detaliczna pozostałej żywności prowadzona w wyspecjalizowanych sklepach,"['47', '29', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Sprzedaż detaliczna paliw do pojazdów silnikowych na stacjach paliw,"['47', '30', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,"Sprzedaż detaliczna drobnych wyrobów metalowych, farb i szkła prowadzona w wyspecjalizowanych sklepach","['47', '52', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,"Sprzedaż detaliczna dywanów, chodników i innych pokryć podłogowych oraz pokryć ściennych prowadzona w wyspecjalizowanych sklepach","['47', '53', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Sprzedaż detaliczna elektrycznego sprzętu gospodarstwa domowego prowadzona w wyspecjalizowanych sklepach,"['47', '54', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,"Sprzedaż detaliczna mebli, sprzętu oświetleniowego i pozostałych artykułów użytku domowego prowadzona w wyspecjalizowanych sklepach","['47', '59', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub internet,"['47', '91', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,"Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami","['47', '99', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Obiekty noclegowe turystyczne i miejsca krótkotrwałego zakwaterowania,"['55', '20', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Pola kempingowe (włączając pola dla pojazdów kempingowych) i pola namiotowe,"['55', '30', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Pozostałe zakwaterowanie,"['55', '90', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Restauracje i inne stałe placówki gastronomiczne,"['56', '10', 'A']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Ruchome placówki gastronomiczne,"['56', '10', 'B']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Przygotowywanie żywności dla odbiorców zewnętrznych (katering) i pozostała gastronomiczna działalność usługowa,"['56', '2', None]"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Przygotowywanie i dostarczanie żywności dla odbiorców zewnętrznych (katering),"['56', '21', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Pozostała usługowa działalność gastronomiczna,"['56', '29', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Przygotowywanie i podawanie napojów,"['56', '30', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Kupno i sprzedaż nieruchomości na własny rachunek,"['68', '10', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Wynajem i zarządzanie nieruchomościami własnymi lub dzierżawionymi,"['68', '20', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Działalność związana z obsługą rynku nieruchomości wykonywana na zlecenie,"['68', '3', None]"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Pośrednictwo w obrocie nieruchomościami,"['68', '31', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Zarządzanie nieruchomościami wykonywane na zlecenie,"['68', '32', 'Z']"
"""SYSTEM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Dobrzany,Naprawa i konserwacja komputerów i urządzeń peryferyjnych,"['95', '11', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Budownictwo,"['45', None, None]"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Rozbiórka i burzenie obiektów budowlanych; Roboty ziemne,"['45', '11', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wykonywanie wykopów i wierceń geologiczno- inżynierskich,"['45', '12', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wykonywanie robót ogólnobudowlanych związanych ze wznoszeniem budynków,"['45', '21', 'A']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wykonywanie robót ogólnobudowlanych w zakresie obiektów mostowych,"['45', '21', 'B']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,"Wykonywanie robót ogólnobudowlanych w zakresie przesyłowych obiektów liniowych: rurociągów, linii elektroenergetycznych, elektrotrakcyjnych i telekomunikacyjnych","['45', '21', 'C']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,"Wykonywanie robót ogólnobudowlanych w zakresie rozdzielczych obiektów liniowych: rurociągów, linii elektroenergetycznych i telekomunikacyjnych","['45', '21', 'D']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wykonywanie robót ogólnobudowlanych w zakresie obiektów  górniczych  i produkcyjnych,"['45', '21', 'E']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,"Wykonywanie robót ogólnobudowlanych w zakresie obiektów inżynierskich, gdzie indziej niesklasyfikowanych","['45', '21', 'F']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wykonywanie robót budowlanych w zakresie montażu i wznoszenia budynków i budowli z elementów prefabrykowanych,"['45', '21', 'G']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wykonywanie instalacji elektrycznych budynków i budowli,"['45', '31', 'A']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wykonywanie instalacji elektrycznych sygnalizacyjnych,"['45', '31', 'B']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wykonywanie pozostałych instalacji elektrycznych,"['45', '31', 'D']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wykonywanie pozostałych instalacji budowlanych,"['45', '34', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wykonywanie konstrukcji i pokryć dachowych,"['45', '22', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Budowa dróg kołowych i szynowych,"['45', '23', 'A']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Roboty nawierzchniowe dla potrzeb budowy obiektów sportowych,"['45', '23', 'B']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Budowa portów morskich,"['45', '24', 'A']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Budowa pozostałych obiektów inżynierii wodnej,"['45', '24', 'B']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Stawianie rusztowań,"['45', '25', 'A']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Roboty związane z fundamentowaniem,"['45', '25', 'B']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wykonywanie robót budowlanych w zakresie wznoszenia konstrukcji stalowych,"['45', '25', 'C']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wykonywanie robót budowlanych murarskich,"['45', '25', 'D']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,"Wykonywanie specjalistycznych robót budowlanych, gdzie indziej niesklasyfikowanych","['45', '25', 'E']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Instalowanie dźwigów osobowych i towarowych i ruchomych schodów,"['45', '31', 'C']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wykonywanie robót budowlanych izolacyjnych,"['45', '32', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wykonywanie instalacji centralnego ogrzewania i wentylacyjnych,"['45', '33', 'A']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wykonywanie instalacji wodno- kanalizacyjnych,"['45', '33', 'B']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wykonywanie instalacji gazowych,"['45', '33', 'C']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Tynkowanie,"['45', '41', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Zakładanie stolarki budowlanej,"['45', '42', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Posadzkarstwo; Tapetowanie i oblicowywanie ścian,"['45', '43', 'A']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Sztukatorstwo,"['45', '43', 'B']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Malowanie,"['45', '44', 'A']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Szklenie,"['45', '44', 'B']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wykonywanie pozostałych robót budowlanych wykończeniowych,"['45', '45', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wynajem sprzętu budowlanego i burzącego z obsługą operatorską,"['45', '50', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Obsługa nieruchomości,"['70', None, None]"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wynajem samochodów osobowych,"['71', '10', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wynajem pozostałych środków transportu lądowego,"['71', '21', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wynajem środków transportu wodnego,"['71', '22', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wynajem środków transportu lotniczego,"['71', '23', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wynajem maszyn i urządzeń rolniczych,"['71', '31', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wynajem maszyn i urządzeń budowlanych,"['71', '32', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wynajem maszyn i urządzeń biurowych i sprzętu komputerowego,"['71', '33', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Wynajem pozostałych maszyn i urządzeń,"['71', '34', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,"Działalność w zakresie projektowania budowlanego, urbanistycznego, technologicznego","['74', '20', 'A']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Badania i analizy techniczne,"['74', '30', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Reklama,"['74', '40', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Sprzątanie i czyszczenie obiektów,"['74', '70', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Doradztwo w zakresie prowadzenia działalności gospodarczej i zarządzania,"['74', '14', None]"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Działalność związana z organizacją targów i wystaw,"['74', '87', 'A']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,"Działalność komercyjna pozostała, gdzie indziej niesklasyfikowana","['74', '87', 'B']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Pozostałe pośrednictwo finansowe.,"['65', '2', None]"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Odprowadzanie i oczyszczanie ścieków,"['90', '01', 'Z']"
"""INTERBUD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI",Warszawa,Gospodarowanie odpadami,"['90', '02', 'Z']"
